dtype_name,attempts,successes,failures,failure_rate,rR2_over_u_q50,rR2_over_u_q90,rR2_over_u_q95,rR2_over_u_q99,rRinf_over_u_q50,rRinf_over_u_q90,rRinf_over_u_q95,rRinf_over_u_q99,rL2_over_u_q50,rL2_over_u_q90,rL2_over_u_q95,rL2_over_u_q99,rLinf_over_u_q50,rLinf_over_u_q90,rLinf_over_u_q95,rLinf_over_u_q99,inverse_seconds_q50,inverse_seconds_q90,inverse_seconds_q95,inverse_seconds_q99,metrics_seconds_q50,metrics_seconds_q90,metrics_seconds_q95,metrics_seconds_q99,total_seconds_q50,total_seconds_q90,total_seconds_q95,total_seconds_q99
float32,1664000,1655277,8723,0.0052421875,1.4005156829020793,18.305544321277036,43.70519671633646,23428.22935309023,0.9913619551374233,2.4295360043979346,3.4637527235622514,5291.544626306193,0.7685142391033063,6.107029268285491,16.833178022845484,66.23259007122371,0.4833179338858044,1.796472221932718,2.327514214606341,4.58810463248496,0.0001115947961807251,0.004573403671383858,0.009071117267012596,0.010461794957518578,0.0006837360560894012,0.011409957334399229,0.02457096651196479,0.03012193329632282,0.001088237389922142,0.018773852661252022,0.03962105102837086,0.04856557503342628
float64,1664000,1664000,0,0.0,2.2404038948629106,27.211606098767106,74.58860227289341,4300061545.492621,1.2253926372110602,5.375561036471441,8.36972556807789,1140582045.1264281,1.024027169336522,17.51824916793717,26.017692970071884,94.15041122246402,0.552196718343805,4.153922154835961,6.597870211743036,11.284636823063062,0.00012974813580513,0.006975934281945229,0.014937907271087163,0.01753947902470827,0.0006683534011244774,0.01125144697725773,0.02433558776974678,0.029742541536688805,0.0010521207004785538,0.020564910210669043,0.04555842680856576,0.055198380835354326
