method,dtype_name,blocks,attempts,successes,failures,failure_rate,median_block_q50_rR2_over_u,median_block_q95_rR2_over_u,median_block_q50_rRinf_over_u,median_block_q95_rRinf_over_u,median_block_q50_rL2_over_u,median_block_q95_rL2_over_u
LAPACK_xGETRF_xGETRI,float32,832,1664000,1655277,8723,0.0052421875,1.331456831583107,2.36641486557306,0.9429951696894805,1.607870746633526,0.7629875156222152,0.9708698644857545
LAPACK_xGETRF_xGETRI,float64,832,1664000,1664000,0,0.0,2.114234873304497,3.602089903932172,1.1496029862506334,1.9138052435729038,1.0261970506330034,1.3937141991076474
