dtype_name,blocks,median_log10_q50_right_over_left_2,median_log10_q95_right_over_left_2,fraction_q50_right_lt_left_2,fraction_q95_right_lt_left_2
float32,832,0.1074845425134816,0.09119850575184785,0.1971153846153846,0.19110576923076922
float64,832,0.09798950224555701,0.08396169866937453,0.265625,0.28846153846153844
