sample,block_index,cell_id,family,n,dtype_name,method,common_n,finite_r2_n,finite_rinf_n,r2u_q50,r2u_q95,rinfu_q50,rinfu_q95
S6,6,random_conditioned:ede4f08ad80ec7c0,random_conditioned,8,float64,R0_C1,2000,2000,2000,0.3074717064932993,0.6374914690562967,0.22344487636133614,0.5043936144013205
S5,6,random_conditioned:ede4f08ad80ec7c0,random_conditioned,8,float64,R0_C2,2000,2000,2000,0.2952737452813054,0.5766024279771129,0.21582197763958635,0.45760296508250664
S6,6,random_conditioned:ede4f08ad80ec7c0,random_conditioned,8,float64,R0_C2,2000,2000,2000,0.2952737452813054,0.5766024279771129,0.21582197763958635,0.45760296508250664
S5,6,random_conditioned:ede4f08ad80ec7c0,random_conditioned,8,float64,R1_C1,2000,2000,2000,0.3109094861998638,0.6407118554278753,0.22679908301090423,0.524395075365033
S6,6,random_conditioned:ede4f08ad80ec7c0,random_conditioned,8,float64,R1_C1,2000,2000,2000,0.3109094861998638,0.6407118554278753,0.22679908301090423,0.524395075365033
S5,6,random_conditioned:ede4f08ad80ec7c0,random_conditioned,8,float64,R2_C2,2000,2000,2000,0.28619678793928777,0.5600101135975226,0.20592941314196908,0.4566600992564123
S6,6,random_conditioned:ede4f08ad80ec7c0,random_conditioned,8,float64,R2_C2,2000,2000,2000,0.28619678793928777,0.5600101135975226,0.20592941314196908,0.4566600992564123
S6,6,random_conditioned:ede4f08ad80ec7c0,random_conditioned,8,float64,LAPACK_xGETRF_xGETRI,2000,2000,2000,0.526382283789017,2.046635083139524,0.37767212506910697,1.4637166632154779
S5,7,random_conditioned:58959af1bd395489,random_conditioned,8,float32,R0_C0,2000,2000,2000,2.9563900427305456,32.925934008420136,1.4368003281237554,15.682506095090725
S6,7,random_conditioned:58959af1bd395489,random_conditioned,8,float32,R0_C0,2000,2000,2000,2.9563900427305456,32.925934008420136,1.4368003281237554,15.682506095090725
