cell_id,family,method,dtype_name,s,ci_low,ci_high,bootstrap_bias,quadratic_curvature,curvature_sign,delta_aic_quadratic_minus_power,quadratic_preferred
row_diagonal_dominant_stochastic:0530909e2322226a,row_diagonal_dominant_stochastic,R1_C1,float64,0.6600426091133534,0.6550176784655429,0.6640623273752533,-0.00034390379164050966,-0.00635178011687218,concave,0.36695291103697514,False
row_diagonal_dominant_stochastic:0530909e2322226a,row_diagonal_dominant_stochastic,R2_C2,float32,0.6478147171027864,0.6427010464791001,0.6515585997786382,-0.0006120902592086086,-0.022917702374406455,concave,-5.759041884447299,True
row_diagonal_dominant_stochastic:0530909e2322226a,row_diagonal_dominant_stochastic,R2_C2,float64,0.6568897981881052,0.6528030643531852,0.6622635785321714,0.0005634294940515261,-0.006750357526555551,concave,-0.4668399795120166,True
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R0_C0,float32,0.15908665394307359,0.15461322282094084,0.16317929885150087,-2.099414294506885e-05,0.0007884690610511761,convex,1.9755543149088481,False
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R0_C0,float64,0.22459778602761854,0.221929749906492,0.2282742978792194,0.00042657467532619675,0.046400956556157884,convex,-17.718946999327144,True
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R0_C1,float32,0.15908665394307359,0.15461322282094084,0.16317929885150087,-2.099414294506885e-05,0.0007884690610511761,convex,1.9755543149088481,False
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R0_C1,float64,0.22459778602761854,0.221929749906492,0.2282742978792194,0.00042657467532619675,0.046400956556157884,convex,-17.718946999327144,True
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R0_C2,float32,0.1536614246563637,0.1497485602922864,0.15818014625938356,0.000171665315109093,0.004826903071543671,convex,0.8835766672992946,False
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R0_C2,float64,0.22162873608699507,0.21813618745989677,0.22527583142126564,0.0002835557935979005,0.04849149417253267,convex,-19.505700216015754,True
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R1_C1,float32,0.6566899425090479,0.6523773232952159,0.6619750789664351,0.00037887014698334553,0.030726411326559955,convex,-5.440929276476723,True
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R1_C1,float64,0.6631279417320217,0.6582687544486895,0.6672504988167395,-0.0003144393823792946,0.044001793838590805,convex,-15.492195218919875,True
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R2_C2,float32,0.6496069134607029,0.6460472011334654,0.6541100503152597,0.0003899060926535469,0.024923849708778922,convex,-4.363844323950914,True
row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,R2_C2,float64,0.6593055992101822,0.6552390188933139,0.6645849115631508,0.00047532738153455156,0.04338506850299546,convex,-17.50322233838787,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R0_C0,float32,0.3283839185956502,0.3247228964553739,0.3318646091192149,-0.00017035615434046747,0.0611577284011814,convex,-32.686025701063905,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R0_C0,float64,0.45885389513435687,0.4549676152935812,0.461586365314239,-0.00037738267307019235,0.037214556757672206,convex,-14.137658396248995,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R0_C1,float32,0.3283839185956502,0.3247228964553739,0.3318646091192149,-0.00017035615434046747,0.0611577284011814,convex,-32.686025701063905,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R0_C1,float64,0.45885389513435687,0.4549676152935812,0.461586365314239,-0.00037738267307019235,0.037214556757672206,convex,-14.137658396248995,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R0_C2,float32,0.3283839185956502,0.3247228964553739,0.3318646091192149,-0.00017035615434046747,0.0611577284011814,convex,-32.686025701063905,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R0_C2,float64,0.45885389513435687,0.4549676152935812,0.461586365314239,-0.00037738267307019235,0.037214556757672206,convex,-14.137658396248995,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R1_C1,float32,0.6205666284970759,0.6144451208553292,0.6253169106687662,-0.0006907147416386206,-0.03106025310748417,concave,-18.417963259733455,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R1_C1,float64,0.6331214204476575,0.6278753243914197,0.6381931046021696,7.728632124082147e-05,-0.014898182901660144,concave,-14.701104556753222,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R2_C2,float32,0.6177288499001633,0.6130052678398568,0.6232437891428446,0.0001064910100508909,-0.032172368604835744,concave,-18.41977756770369,True
row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,R2_C2,float64,0.6213246069310386,0.616686148892432,0.6259827377691172,-0.0001073931707216147,-0.013510553422184006,concave,-17.725422828089165,True
row_diagonal_dominant_stochastic:103e29b8022442fa,row_diagonal_dominant_stochastic,R0_C0,float32,0.2120053138106422,0.20769602935161063,0.21786812856275403,0.0007718218896873297,-0.02048951954378793,concave,-11.928608480677923,True
row_diagonal_dominant_stochastic:103e29b8022442fa,row_diagonal_dominant_stochastic,R0_C0,float64,0.24479713885164603,0.24125150807134677,0.2490051647120336,0.00026985798684942,0.006937399137908709,convex,-0.7669482795784432,True
